(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		window#8 440 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 431 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 430 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 429 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 436 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 443 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 442 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 441 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 422 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 421 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 424 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 423 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 402 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 401 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 412 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 427 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 414 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 413 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 416 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 415 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 426 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 425 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 420 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 403 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 406 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 405 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 408 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 407 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		Component#82 34 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 120x60 times]
		Component#82 33 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 120x60 times]
		window#5 458 (8 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 207x120 times]
		window#8 411 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 398 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 397 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 400 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 399 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 410 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 409 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 404 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 391 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 390 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 393 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 392 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 371 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 370 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 381 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 396 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 383 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 382 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 385 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 384 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 395 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 394 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 389 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 372 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 375 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 374 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 377 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 376 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 419 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 418 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 417 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 380 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 367 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 366 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 369 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 368 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 379 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 378 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 373 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 338 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 349 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 360 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 339 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 334 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 337 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 340 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 359 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 362 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 357 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 352 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 363 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 358 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 361 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 364 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 335 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 260 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 302 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 344 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 261 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 256 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 259 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 262 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 343 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 346 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 341 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 336 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 347 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 342 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 345 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 348 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 307 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 318 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 329 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 308 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 303 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 306 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 309 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 328 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 331 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 326 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 321 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 332 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 327 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 330 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 333 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 304 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 355 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 354 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 313 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 356 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 351 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 350 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 353 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 312 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 315 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 310 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 305 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 316 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 311 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 314 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 317 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 286 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 297 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 296 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 275 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 274 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 277 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 276 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 295 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 294 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 289 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 288 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 299 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 298 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 301 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 300 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 271 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 365 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 281 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 280 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 449 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 448 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 451 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 450 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 279 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 278 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 273 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 272 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 283 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
		window#8 282 (12 verts)	-1	True	False	True	1	[City-_Gray Glass_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 27x68 times]
